Post URL,File,Post Date,Caption,prediction_sence
https://www.instagram.com/p/CpXsGPzAOSN/,264.jpg,2023-03-04 14:20:30,Kebersamaan Way Tebing Ceppa Kalianda Lampung Selatan✨👍🏻🌊😇😊 #waytebingceppa #wisatalampung #wisatalampungselatan,hot spring
https://www.instagram.com/p/Cq1swfevTN-/,265.jpg,2023-04-10 02:34:52,"La’villa pantai minang rua 🏝️ Bakauheni Lampung Selatan
@lavilla_lembahdurian 
booking CP : 083135305300
.
.
.
#villa #ocean #nature #beach #minangruabeach #senjapantai #kaliandabeach #resort #sunset #wisatalampungselatan",balcony/interior
https://www.instagram.com/p/DNcUhXgRQoK/,266.jpg,2025-08-17 04:20:52,"Keindahan Wisata Pantai Kab. Lamsel dengan Nuansa Merah Putih Kemerdekaan dalam Kehangatan Keluarga Kecil Kami 🇮🇩

#pesonamerahputihlampungselatan 
#hutke80ri 
#wisatalampungselatan 
#radityoegi 
#syaifulanwar 
#kawasanmenarasiger 
#lampungselatanmaju 
#bismilahbisa 
#kodim0421 
#koramil421kalianda",picnic area
https://www.instagram.com/p/C-7a57hpqO3/,267.jpg,2024-08-21 10:22:12,"Sunset Chaser 🌥️
.
📍Pantai Setigi Batu - Lampung Selatan 
.
.
#lampungupdateid #wisatalampung #wisatalampungselatan #pantailampung #lampunginsta #pantaisetigibatu #pantaisetigibatubeach",tundra
https://www.instagram.com/p/DIaayAOhqjj/,268.jpg,2025-04-14 04:00:00,"Nikmati pengalaman berbeda di Pantai Rio by the Beach🌊✨

pantai berpasir putih dengan pemandangan laut yang memesona. Tersedia banyak spot foto estetik yang siap melengkapi galeri liburan Anda. Ideal untuk keluarga, teman, pasangan, maupun solo traveler yang ingin mengisi ulang energi dengan suasana pantai yang damai.✨

#RioByTheBeach #FamilyGetaway #PantaiAsik #LiburanKeluarga #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #pariwisatalampung",beach
https://www.instagram.com/p/DEc5FyGyRpB/,269.jpg,2025-01-05 16:57:52,"Beautiful View😍🌊🏖️

#pantai #beach #lampung #pride #nature #alam #fotografia #lampunggeh #pantaiindonesia #wisatalampung #wisatalampungselatan",islet
https://www.instagram.com/p/Cgy5xJ2vOv7/,270.jpg,2022-08-03 11:16:54,"Just chill & enjoy 🌅

📍@muaraindahsuak 
Jl. Raya Suak Desa Suak Kec. Sidomulyo Lampung Selatan 

_______________
Follow & tag foto kamu 
IG @muaraindahsuak 
FB Muara Indah Suak 

________________
#muaraindahsuak #pantaimuaraindahsuak #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #piknik #healingvibes",lagoon
https://www.instagram.com/p/DNb5N19ysPP/,271.jpg,2025-08-17 00:22:17,"Merah Putih di Menara Siger, Menyatukan Ragam Suku dan Budaya di Bumi Ragom Mufakat.

@pemkab.lampungselatan @radityoegi @m_syaiful.anwar #PESONAMERAHPUTIHLAMPUNGSELATAN #HUTKE80RI #WISATALAMPUNGSELATAN #RADITYOEGI #SYAIFULANWAR #KAWASANMENARASIGER #LAMPUNGSELATANMAJU #BISMILLAHBISA",promenade
https://www.instagram.com/p/DNch-4sSM_P/,272.jpg,2025-08-17 06:18:30,"Dirgahayu Indonesia-ku 🇮🇩 Selamat Hari Kemerdekaan ke-80. Indonesia Tangguh, Indonesia Tumbuh. Kemerdekaan adalah ruang bagi kita untuk tumbuh menjadi bangsa yang kuat.

#pesonamerahputihlampungselatan  #hutke80ri #wisatalampungselatan #radityoegi #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",water park
https://www.instagram.com/p/DD3W6caTsPL/,273.jpg,2024-12-22 03:07:19,"Cobain perahu yang ada di Pantai Bagus Kalianda dengan harga 20k/orang dan tiket masuk 20k karena weekend. Pantainya bersihh petugasnya juga ramah ramah serba sat sett deh, worth it buat acara fun game krna area nya luass bngtt besttt

@bagus_beachwalk

#pantaibagus #pantaibaguskalianda #kaliandaresort #tempat_wisata_lampung #kelampunggeh #kelampungaja #lampunginsta #wisatalampung #pariwisatalampung #lampungthetreasureofsumatra #infopantai #infopantailampung #wisatalampungselatan #lampunghits #kelampungyuk",park
https://www.instagram.com/p/Cart69tPyoC/,274.jpg,2022-03-04 13:10:20,"Lampung Selatan memang selalu ada saja wisata menarik untuk di kunjungi. Salah satunya adalah wisata gunung batu yang berlokasi di Desa Srikaton, Kecamatan Tanjung Bintang, Kabupaten Lampung Selatan. 
Di sini, kalian dapat melihat fenomena alam berupa hamparan bebatuan dengan ukuran yang bervariasi. Dari yang kecil hingga yang sangat besar. Kondisi sekitar Gunung Batu masih sangat alami. Dari atas bebatuan, kalian dapat melihat hamparan pepohonan, seolah2 kalian berada di hutan hijau. Sangat menarik. Wisata Gunung Batu, tempat indah tersembunyi yang belum banyak terekspos wisatawan. Parkirannya luas, terdapat gazebo untuk bersantai. Harga sewa gazebo 15 ribu rupiah. Harga tiket masuk 10 ribu rupiah.
Yuk, ke lampung selatan !
Salam, kurnianoen travelling
.
.
.
#wisatagunungbatutanjungbintanglampungselatan #wisatagunungbatulampung #culinarytravelling #kurnianoen #wisatalampungselatan #dinaspariwisatalampungselatan #pariwisatalampungselatan #lampung #gunungbatulampung #gunungbatulampungselatan #lampungselatan #gunungbatutanjungbintang #gunungbatutanjungbintanglampungselatan #gunungbatusrikaton",mountain path
https://www.instagram.com/p/CdNg_ZgLvHJ/,275.jpg,2022-05-06 09:14:18,"Dulu cuma bisa liat di gambar anak sd. 
Ada pantai dibawah gunung. 
Setelah usia 31th baru bisa liat yg aslinya. 
#wisatalampungselatan #wisatalampung #pantailampung",beach
https://www.instagram.com/p/C9RvzUxSXPw/,276.jpg,2024-07-11 09:25:18,"Masyaallah 🌻,
Sandy beaches, ocean breezes, 
Ocean vibes only ☺️
.
.
.
#minangruabeach #wisatalampungselatan #lampunggeh #pantai🌴 #lampunginsta #lautindonesia #outfitinspiration #outfitoftheday #gayafotokekinian",desert/vegetation
https://www.instagram.com/p/Ctn8LDfLV5R/,277.jpg,2023-06-18 07:54:23,"Why don't you have wings to fly with
Like the swallow so proud and free?
How the winds are laughing,
They laugh with all their might.
...

Alias

Menertawakan flek hitam yg muncul, akibat sunscreen yang insecure, dihadapan matahari pelabuhan, yang semangat membakar wajah selama 16 hari. Thanks.

Btw, hati yang terbakar meninggalkan flek hitam juga gak ya? OMAIGAT.

#memories #burnt #wisatalampungselatan",beach
https://www.instagram.com/p/CVCZ2bQpvu7/,278.jpg,2021-10-15 05:29:07,📸📸📸 @wisata_teluk_kiluan_lampung  #telukkiluanlampung #lagunagayautelukkiluan #wisatalampungselatan #alamindonesia #petualangexplore,grotto
https://www.instagram.com/p/CT9cLmsPMD6/,279.jpg,2021-09-18 10:41:53,"Tempat yang nyaman buat kalian olahraga ataupun liburan nih sobat😍

Olympic pool 

#slanikwaterpark 
#slanikwaterparklampung 
#wisatalampung 
#wisataair 
#wisatalampungselatan 
#thelargestwaterparkinlampung",swimming pool/outdoor
https://www.instagram.com/p/Cjrkzd0LsV4/,280.jpg,2022-10-14 04:33:12,"Save sini 🏖️
. 
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf #wisatalampung @tempat_wisata_lampung @pantai_keduwarna @selebgram.lampuung #wisatalampungselatan #flflflflflflflflflflfl❤️ #pantaiindonesia #pantaiminangrua #selebgramlampuung #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ",desert/vegetation
https://www.instagram.com/p/C2jRgoKPWIL/,281.jpg,2024-01-26 05:07:10,"Persiapkan akhir pekanmu untuk berkunjung ke Pantai Aruna Desa Merak Belantung 🤗

#pantai #pantailampung #wisatalampung #wisatalampungselatan #lampungselatan #lampung #aeustetic #samsung #udarasegar #mytravelgram #hutanmangrove #bandarlampung #lampungtengah #campervan #camping #campunglife",pavilion
https://www.instagram.com/p/DON0vnMEUSo/,282.jpg,2025-09-05 09:45:13,"Persatuan Dokter Gigi Indonesia cabang Lampung Selatan menghadiri Upacara Pengibaran Bendera HUT Republik Indonesia ke-80 yang diadakan oleh Pemerintah Kabupaten Lampung Selatan @pemkab.lampungselatan 

Bersatu Berdaulat, Rakyat Sejahtera, Indonesia Maju

#pesonamerahputihlampungselatan #hutke80ri #wisatalampungselatan #radityoegi #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",promenade
https://www.instagram.com/p/CXbX18RpWdK/,283.jpg,2021-12-13 15:15:22,Wisata Perengan Anteng Karang Anyar Lampung Selatan 🏞️✨😊 #wisata #wisatalampung #wisatalampungselatan #perengananteng,botanical garden
https://www.instagram.com/p/DPnLOQ8kn33/,284.jpg,2025-10-10 02:34:03,"Berwarna dan berkreasi bersama 
ARJUNAWATERPARK lomba fashion show ikutin terus keseruan di arjunawaterpark kepoin terus😊😊

@mayunadyana 
@eni_mayun 
#fypシ❤️💞❤️ 
#fashionshowanak 
#rekreasikeluarga 
#wisatalampungselatan 
#rekreasikeluarga 
#kolamrenanganak 
#liburanseru",amphitheater
https://www.instagram.com/p/CmTXzY9LUYR/,285.jpg,2022-12-18 08:32:01,"Masih dengan vitamin sea🏝️
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung #wisatalampungselatan #selebgramlampuung @pantaimaja_official #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #pantaiindonesia #beachvibes",sky
https://www.instagram.com/p/CODCfayAP5e/,286.jpg,2021-04-24 11:44:28,"""Ramdhan""
menanti saat berbuka puasa bersama 
@kang_idink
@kecelup_santen
@oke.soniaa
@andri_febri_prasetya_
°
°
📍Masjid Safinatul 'Ulum, UIN Raden Intan Bandar Lampung
°
°
#nikonindonesia #nikonteam #greatshotz #lampunglandscapers #geonusantara #geolampung #instanusantara #wisatalampungselatan #indonesiaphotography #ic_landscape #ic_longexposure  #cameraindonesia #genpilampung #lampunginsta #lampunggeh #pikniklampung #PantaiMinangRua #haidaindonesia
#siruifilters #siruiindonesia #siruiaustralia #nikond750 #tokina1116  #focusonelampung #plazafotolpg #hipaae
#serikat_fi #fineart #kemenpar #composekld",mosque/outdoor
https://www.instagram.com/p/CmmSKMqvWWa/,287.jpg,2022-12-25 16:48:16,Kebersamaan Hari ini dgn Keluarga Achmad di Pantai Villa Resort Rumayya Lampung Selatan Bakauheni 📍✨🌊👍🏻😇😊 #kebersamaan #kebersamaankeluarga #wisata #wisatalampung #wisatalampungselatan #lampungselatan #lampung #kalianda #bakauheni,ticket booth
https://www.instagram.com/p/CUEJs47PC80/,288.jpg,2021-09-21 01:15:05,"Explore ~

•
•
•

@dinaspariwisata.lampungselatan @sedulur_nanang @lampungselatanexplore 

#lampungselatanamazing #disparbudlamsel #explorlampungselatan #lampungselatanindah #wisatalampungselatan",rope bridge
https://www.instagram.com/p/DH7Q6RwzLzc/,289.jpg,2025-04-02 01:37:25,Thank’s to @deanurarlikafasa 🫰yg udah fotoin ❤️ #wisatalampungselatan,canal/natural
https://www.instagram.com/p/C8CDFwqvTve/,290.jpg,2024-06-10 10:34:36,"SUPORT  Bapak Jenderal TNI Maruli Simanjuntak, M.Sc.
KEPALA STAF ANGKATAN DARAT 
info pemesana⬇️⬇️
wa: 0878-1327-6793
.
#rentalmobiljogja 
#rentalmobillampung 
#rentalmobilbandarlampung 
#sewamobilbali #sewamobillampung 
#sewamobilmurah
#wisatalampung
#wisatabandarlampung 
#komunitasrentalmobilindonesia
#wisatalampung
#wisatalampungbarat #wisatalampungselatan
#pahawang
#wisatategalmaslampung
#wisatapahawang
#hiaceindonesia 
#hiacepremio 
#sewahiace 
#sewahiacejakarta 
#sewahiacemurah
#sewahiacelampung 
#sewamobillampungmurah 
#pariwisata 
#hiacepariwisata 
#sewatoyotahiace
#sewaalphard 
#alphard 
#rentalalphard 
#rentalalphardlampung 
#sewaalphardlampung
#hiaceindonesia 
#hiacepariwisata 
#sewahiace 
#sewahiacemurah",parking lot
https://www.instagram.com/p/Clti3_Op8Ds/,291.jpg,2022-12-03 15:57:37,"Like it💫
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung #wisatalampungselatan #selebgramlampuung @pantai_keduwarna #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #nightlights #night #nightvibes",promenade
https://www.instagram.com/p/CQlzc4vLNwW/,292.jpg,2021-06-26 16:49:16,"Syukuri apa yang kamu punya saat ini

#vixionjinjit_indonesia#vegator_id#inivega#fake_vega_indonesia#fakevegajupiter#fake_vega_id#vegaallseries#wisatalampung#wisatalampungselatan#vegariderbaperindonesia#bikershits_indonesia_id#selegram_bikersid#bikersbebeknusatara#bebektouring_indonesia#bikerspiknik#cbradventure#vegarider_id",valley
https://www.instagram.com/p/DNb8kGDSmCA/,293.jpg,2025-08-17 00:51:32,"""Indonesia tak muda lagi, namun perjuangan tak berhenti. Tetap majukan negeri dengan putra-putri sendiri""
BISMILAH LAMPUNG SELATAN MAJU BISA
@pemkab.lampungselatan
@radityoegi
@m_syaiful.anwar 
#pesonamerahputihlampungselatan
#wisatalampungselatan
#hutke80ri #radityoegi #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa #",promenade
https://www.instagram.com/p/C3CfY2bhZa6/,294.jpg,2024-02-07 08:04:54,"....................

About a Journey

#pantaimarina #pantaimarinalampung #wisatalampung #wisatalampungselatan #fotography",picnic area
https://www.instagram.com/p/Cvm1RIkPxKE/,295.jpg,2023-08-06 14:37:36,"Krakatau Park - Lampung
____________________________________
Terletak di bagian selatan propinsi lampung yang berdekatan dengan pelabuhan bakauheni dengan jarak 92KM dari Kota Bandar Lampung dan juga salah satu dari jatim park group.
Cocok untuk menghabiskan waktu bersama keluarga dan banyak wahana permainannya
.
.
.
#krakataupark 
#krakatauparklampung 
#lampung 
#wisatalampung 
#wisatalampungselatan 
#traveler 
#traveling 
#qualitytime 
#myfamilymyadventure",athletic field/outdoor
https://www.instagram.com/p/CNsIBXApMLH/,296.jpg,2021-04-15 14:10:16,"Semangka Kang Sukirno
Kang Sukirno adalah perawat tanaman di Tempat Wisata Kebun Edukasi Lampung Selatan. Media Lampung Barometer sempat meliput langsung aktivitas pengunjung di Kebun Edukasi yang asri dan sejuk ini. Kebun Edukasi merupakan salah satu gagasan cemerlang Pemkab Lampung Selatan dalam mengembangkan wisata. Di lahan seluas 2,5 ha ini beragam pohon buah ditanam; alpukat, durian, sirsak, jeruk dll. Semangka (kualitas terbaik) merupakan tanaman tumpang sari, dan kini semangka super itu sedang panen. Di sini banyak spot foto yang keren. (Fotografer: Herdi)
#LampungBarometer
#WisataLampungSelatan
#WisataLampung
#PariwisataBangkit
#DinasPariwisataLampungSelatan
#DinasPariwisataProvinsiLampung",tree farm
https://www.instagram.com/p/CmmRxOlpGfU/,297.jpg,2022-12-25 16:44:51,Kebersamaan Hari ini dgn Keluarga Achmad di Pantai Villa Resort Rumayya Lampung Selatan Bakauheni 📍✨🌊👍🏻😇😊 #kebersamaan #kebersamaankeluarga #wisata #wisatalampung #wisatalampungselatan #lampungselatan #lampung #kalianda #bakauheni,ticket booth
https://www.instagram.com/p/CkU4XyErG2d/,298.jpg,2022-10-30 05:33:03,"View of Kalianda beach
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf #wisatalampung @tempat_wisata_lampung @pantai_keduwarna @selebgram.lampuung #wisatalampungselatan #flflflflflflflflflflfl❤️ #pantaiindonesia #pantaiminangrua #selebgramlampuung #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ",pier
https://www.instagram.com/p/Cmss4Sir1QD/,299.jpg,2022-12-28 04:37:12,"Save here!
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung @lampungselatanexplore #wisatalampungselatan #selebgramlampuung @pantai.marina.official @lampungexplore_id #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #pantaimarina #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #pantaiindonesia #beachvibes",campsite
https://www.instagram.com/p/ChJ3KbbvkAI/,300.jpg,2022-08-12 09:16:40,"Just chill & enjoy 🌅

📍@muaraindahsuak 
Jl. Raya Suak Desa Suak Kec. Sidomulyo Lampung Selatan 

_______________
Follow & tag foto kamu 
IG @muaraindahsuak 
FB Muara Indah Suak 

________________
#muaraindahsuak #pantaimuaraindahsuak #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #piknik #healingvibes",volleyball court/outdoor
https://www.instagram.com/p/DIS-BAUhDc3/,301.jpg,2025-04-11 06:34:05,"Pantai, pasir, dan jungle gym?
Bukan sekadar pantai—Rio by the Beach hadirkan petualangan mini lewat jungle gym yang seru dan aman untuk anak-anak ataupun dewasa✨🌊

#pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #lampungku #riobythebeach #lampungselatan",volleyball court/outdoor
https://www.instagram.com/p/CZYZ6bhvCxO/,302.jpg,2022-01-31 04:38:32,"""yang segar dari alam""
°
°
📍Air Terjun Mak Kunyana, Tanggamus, Lampung
°
°
#nikonindonesia #nikonteam #greatshotz #lampunglandscapers #geonusantara #geolampung #instanusantara #wisatalampungselatan #indonesiaphotography #ic_landscape #ic_longexposure  #cameraindonesia #genpilampung #lampunginsta #lampunggeh #pikniklampung #PantaiMinangRua #haidaindonesia
#siruifilters #siruiindonesia #siruiaustralia #focusonelampung #plazafotolpg #hipaae
#serikat_fi #fineart #kemenpar #composekld",waterfall
https://www.instagram.com/p/CjhXDBuBOrX/,303.jpg,2022-10-10 05:20:36,"Wisatalah ketika otakmu mulai lelah🙏😃
#0ktoberfullwisata
#lfl💛️
#wisatalampungselatan",arch
https://www.instagram.com/p/CmnTkN0yCZm/,304.jpg,2022-12-26 02:19:48,"• way kalam waterfall •

Mimin minta maaf nih kalo sampe buat salah paham pass minta izin buat ambil foto ini..
😁😁

Gak bermaksud ko buat bikin masalah 🤣🤣.

.
.
Masih dalam moment ekplorasi bareng @gengkwaci_explore
Inframe . @adindasalsa_billa
.
.
.

Lokasi : 

Air Terjun Way Kalam
Desa Way Kalam
Kecamatan Penengahan
Kabupaten Lampung Selatan

Support by :
@pantai_minangrua
@airterjun_waykalam
@kopibw
@_rrrudi_yunianto
@wonderful.kalianda
@sintiafoto.ku
@tahunona
@wajahlampuung
@mtmapringsewu_lampung
@mtmakorwillampung
@ade_fadly_ig
@sewatenda_outdoorlampung

Nantikan Ekspedisi & Eksplorasi @gengkwaci_explore selanjutnya !!!
.
.

#ExplorasibersamaGengKwaci
#GengKwaciExplore
#GengKwaci
#SelaluBersamaSelaluBahagia
#WisataLampungSelatan
#PantaiMinangRua #AirTerjunWayKalam #Pokdarwis 
#kelampung_geh #kelampunggeh #nekadtravellerlampung #pesonalampung #kalianda #lampunguptodate",waterfall
https://www.instagram.com/p/CbAapLrvx9k/,305.jpg,2022-03-12 14:05:56,"Rindu aku rindu kamu..❤️
@pantai.marina.official 
#kalianda 
#lampungselatan 
#lampunghits 
#lampung 
#lampunggeh 
#wisatalampungselatan 
#wisatalampung",park
https://www.instagram.com/p/Cd_D87UPNzJ/,306.jpg,2022-05-25 15:02:35,"Sepintar dan semandiri apa pun seorang perempuan, dia tetap membutuhkan peta atau google map dari orang lain untuk menunjukkan arah perjalanannya. Sebab, kalau dibiarkan membaca peta atau google map sendiri, kerap kali dia tersesat. 

Perempuan tetap butuh kaki lain untuk membantunya melangkah.

🌍 Informasi wisata seputar Lampung Selatan 

Mau di repost ?? ..
Cara nya 
follow : 👇👇

|| @lampungselatanexplore
|| @lampungselatanexplore
|| @lampungselatanexplore

|| Hastag #lampungselatanexplore

Follow Facebook : ʟᴀᴍᴘᴜɴɢ ꜱᴇʟᴀᴛᴀɴ ᴇxᴘʟᴏʀᴇ

Foto menarik akan kami repost 😊

_______________________

Info wisata & kerjasama silahkan DM 💌
_______________________

Lampung, 25 Mei 2022
©@irmadewimeilinda

Lokasi : Curug Anakan | @airterjun_waykalam, Desa Way Kalam Kec. Penengahan Kab. Lampung Selatan

#DialogRasa  #AirTerjunWayKalam #LampungSelatan #Pariwisata #wisatalampung #wisatalampung #wisatalampungselatan #lampungselatanamazing #woderfulindonesia #writerpreneur #blogger #contentwriter #travellers #bloggertravel

#repost : @irmadewimeilinda",forest path
https://www.instagram.com/p/CqMbgvkPA52/,307.jpg,2023-03-25 01:55:19,"The more I don't care, the calmer I am

#sanggarbeach_lpg#pantaikalianda #lampunghits  #wisatalampungselatan #lampunggeh #pantaiindonesia #wisataalam #flflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflfflfl💞💞💞💞💞💞💞💞 #fypシ #fypage #hijabfashion #hijabbers #muslimahindonesia #cantikberhijab #keindahanalamindonesia",beach
https://www.instagram.com/p/CceVh-kPUNi/,308.jpg,2022-04-18 01:29:52,"Welcome to Krakatau Kahai Beach Hotel.

#kahaibeachlampung#kahaihotel#pantaikahaikalianda#explorelamoung#wisatalampungselatan#pariwisatalampung",residential neighborhood
https://www.instagram.com/p/CresBr5BPa6/,309.jpg,2023-04-26 00:37:20,"Akun ini private,kalau friendly itu kan kamu
@wisatapunggungnaga01 
.
.
.

#wisatapunggungnaga #punggungnaga #punggungnagapadangcermin #punggungnagapesawaran #wisatalampung #lampunggeh #lampunghits #lampungkiyai #lampungupdateid #wisatalampungselatan #airterjun #airterjunlidahnaga #airterjunlampung #wisataairterjun",waterfall
https://www.instagram.com/p/CWlH4vDPJzp/,310.jpg,2021-11-22 13:36:57,"“Apa yang datang dengan mudah belum tentu mampu bertahan lama, tapi yang bertahan dengan lama tidak akan datang dengan mudah""

📍 Pantai Marina,Kalianda

#pantai 
#pantailampung 
#lampung
#lampungselatan 
#kalianda 
#wisatalampung 
#wisatalampungselatan 
@pantai.marina.official 
@pantai_marina_official",lagoon
https://www.instagram.com/p/Ca-WNxav8BK/,311.jpg,2022-03-11 18:48:45,"Self Healing terbaik adalah berdamai dengan diri sendiri, berdo'a, menikmati real life and istighfar is the best solution for any problem #wisatalampung #wisatalampungselatan #bukitpematangsunrise",balcony/interior
https://www.instagram.com/p/CvPApNfxwcR/,312.jpg,2023-07-28 08:35:14,"#pantaimarina 
#pantailampung 
#wisatalampung 
#wisatalampungbarat 
#wisatalampungselatan",bamboo forest
https://www.instagram.com/p/CPEwK0pNVGo/,313.jpg,2021-05-20 00:14:15,"Dari metro ke pantai marina rasanya capek banget karna lumayan jauh..
Tapi asli capeknya ilang pantainya cekep banget 😍
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
📷 @denihaerjo 
#pantaimarinalampung 
#kaliandabeach 
#wisatalampung
#jelajahlampung 
#lampunghits 
#lampunginsta 
#pantailampungselatan 
#anakmetro 
#wonderfullampung
#lampungindonesia 
#lampungindah 
#wisatalampung 
#wisatalampungselatan 
#explorelampung",tundra
https://www.instagram.com/p/CV-h_FnPclp/,314.jpg,2021-11-07 13:54:38,"Seandainya yang banyak itu saldo rekening ..
Bukan fikiran 🙄😆
Apalagi berat badan 🤦

📍Pantai Sebalang

#pantaisebalang 
#pantaisebalanglampung 
#pantaisebalangtarahan 
#wisatalampung 
#wisatalampungselatan",kasbah
https://www.instagram.com/p/DNcTNrXyws3/,315.jpg,2025-08-17 04:09:27,"Merah putih di menara siger, menyatukan ragam suku dan budaya di bumi Ragom Mufakat
#pesonamerahputihlampungselatan #HUTKE80RI #wisatalampungselatan #radityoegipratama #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",promenade
https://www.instagram.com/p/DInscE9PntO/,316.jpg,2025-04-19 07:44:32,"Dengan penuh rasa syukur dan bangga, kami mengumumkan bahwa Pantai Senaya Beach telah resmi dibuka!

Acara Grand Opening yang digelar di Kelurahan Way Urang, Kalianda – Lampung Selatan ini menjadi momen bersejarah yang semakin istimewa dengan kehadiran dan peresmian langsung oleh Bapak Bupati Lampung Selatan, Bapak Radityo Egi Pratama.

Kami mengucapkan terima kasih yang sebesar-besarnya kepada seluruh pengunjung, warga sekitar, dan pihak-pihak yang telah mendukung serta memeriahkan acara ini. Kehadiran dan antusiasme kalian menjadikan hari ini begitu hangat dan penuh semangat kebersamaan.

Semoga kehadiran Pantai Senaya Beach dapat menjadi destinasi wisata unggulan yang membanggakan, memberikan dampak positif bagi masyarakat, serta menjadi tempat baru untuk menciptakan momen indah bersama orang-orang tercinta.

Sampai jumpa di Pantai Senaya Beach!
Nikmati keindahan alam, pasir putih, dan suasana tropis yang tak terlupakan.

#GrandOpeningSenayaBeach #SenayaBeach #WisataLampungSelatan #LampungExplore #BupatiLampungSelatan #Kalianda #PantaiLampung",stage/outdoor
https://www.instagram.com/p/C3prDxISRl3/,317.jpg,2024-02-22 13:17:16,"21 Februari 2024 🌊

#lflflflflflflflflflflfl #lampung #wisatalampungselatan #pantaimarinalampung",lagoon
https://www.instagram.com/p/CQxQtQ_LOLE/,318.jpg,2021-07-01 03:36:33,"Kapan ajak adek ke puncak bang? Puncak pelaminan. Eh.
Ini di lampung selatan loh. Yuk, ke wisata lampung selatan !
#kurnianoen
#wisatalampungselatan
#pariwisatalampungselatan
#wisatalampung
#pariwisatalampung
#kakigunungrajabasa",tree farm
https://www.instagram.com/p/Cd-Wl1sL9oy/,319.jpg,2022-05-25 08:26:13,"Santai di pantai usai pelatihan penjaga pantai
#minangrua
#kurnianoen
#pantaiminangrua
#dinaspariwisatalampungselatan 
#wisatalampungselatan 
#pariwisatalampungselatan 
@pantai_minangrua
@dinaspariwisata.lampungselatan",pavilion
https://www.instagram.com/p/CZlC9envWZv/,320.jpg,2022-02-05 02:28:06,"""ngebolang ke air terjun ini banyak banget kenangannya, bolak balik track karena jalan lagi di tutup, kehujanan, ban kempes pas di kampung warga, ngegelimpang dari motor dan masih banyak lagi, tapi seru dah..""
@erick_c_s
@idink875
@muhammad3837
@isun26
@rozali_ujang
@3captures
°
°
📍Air Terjun Seribu Mimpi, Gn. Betung, Pesawaran, Lampung
°
°
#nikonindonesia #nikonteam #greatshotz #lampunglandscapers #geonusantara #geolampung #instanusantara #wisatalampungselatan #indonesiaphotography #ic_landscape #ic_longexposure  #cameraindonesia #genpilampung #lampunginsta #lampunggeh #pikniklampung #PantaiMinangRua #haidaindonesia
#siruifilters #siruiindonesia #siruiaustralia #focusonelampung #plazafotolpg #hipaae
#serikat_fi #fineart #kemenpar #composekld",waterfall
