Post URL,File,Post Date,Caption,Anotasi,Catatan,Scene1,Scene2,Scene3,Prob1,Prob2,Prob3
https://www.instagram.com/p/Ctn8LDfLV5R/,213.jpg,6/18/2023 7:54,"Why don't you have wings to fly with
Like the swallow so proud and free?
How the winds are laughing,
They laugh with all their might.
...

Alias

Menertawakan flek hitam yg muncul, akibat sunscreen yang insecure, dihadapan matahari pelabuhan, yang semangat membakar wajah selama 16 hari. Thanks.

Btw, hati yang terbakar meninggalkan flek hitam juga gak ya? OMAIGAT.

#memories #burnt #wisatalampungselatan",Attraction,,outdoor,playground,beach,0.385537,0.13643,0.13642
https://www.instagram.com/p/CT9cLmsPMD6/,214.jpg,9/18/2021 10:41,"Tempat yang nyaman buat kalian olahraga ataupun liburan nih sobat😍

Olympic pool 

#slanikwaterpark 
#slanikwaterparklampung 
#wisatalampung 
#wisataair 
#wisatalampungselatan 
#thelargestwaterparkinlampung",Attraction,,outdoor,water park,outdoor,0.663663,0.182158,0.04652
https://www.instagram.com/p/CXbX18RpWdK/,215.jpg,12/13/2021 15:15,Wisata Perengan Anteng Karang Anyar Lampung Selatan 🏞️✨😊 #wisata #wisatalampung #wisatalampungselatan #perengananteng,Attraction,,botanical garden,formal garden,park,0.452214,0.102157,0.066567
https://www.instagram.com/p/CmTXzY9LUYR/,216.jpg,12/18/2022 8:32,"Masih dengan vitamin sea🏝️
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung #wisatalampungselatan #selebgramlampuung @pantaimaja_official #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #pantaiindonesia #beachvibes",Attraction,,outdoor,water park,amusement park,0.209466,0.169132,0.066827
https://www.instagram.com/p/CmmSKMqvWWa/,217.jpg,12/25/2022 16:48,Kebersamaan Hari ini dgn Keluarga Achmad di Pantai Villa Resort Rumayya Lampung Selatan Bakauheni 📍✨🌊👍🏻😇😊 #kebersamaan #kebersamaankeluarga #wisata #wisatalampung #wisatalampungselatan #lampungselatan #lampung #kalianda #bakauheni,Amenities,,campus,outdoor,hospital,0.208369,0.173696,0.12959
https://www.instagram.com/p/DH7Q6RwzLzc/,218.jpg,4/2/2025 1:37,Thank’s to @deanurarlikafasa 🫰yg udah fotoin ❤️ #wisatalampungselatan,Attraction,,swimming hole,natural,lock chamber,0.216518,0.140578,0.092518
https://www.instagram.com/p/Clti3_Op8Ds/,219.jpg,12/3/2022 15:57,"Like it💫
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung #wisatalampungselatan #selebgramlampuung @pantai_keduwarna #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #nightlights #night #nightvibes",Attraction,,amusement park,campsite,playground,0.181848,0.085828,0.076737
https://www.instagram.com/p/CQlzc4vLNwW/,220.jpg,6/26/2021 16:49,"Syukuri apa yang kamu punya saat ini

#vixionjinjit_indonesia#vegator_id#inivega#fake_vega_indonesia#fakevegajupiter#fake_vega_id#vegaallseries#wisatalampung#wisatalampungselatan#vegariderbaperindonesia#bikershits_indonesia_id#selegram_bikersid#bikersbebeknusatara#bebektouring_indonesia#bikerspiknik#cbradventure#vegarider_id",Attraction,,cultivated,rice paddy,valley,0.214783,0.14172,0.135959
https://www.instagram.com/p/DNb8kGDSmCA/,221.jpg,8/17/2025 0:51,"""Indonesia tak muda lagi, namun perjuangan tak berhenti. Tetap majukan negeri dengan putra-putri sendiri""
BISMILAH LAMPUNG SELATAN MAJU BISA
@pemkab.lampungselatan
@radityoegi
@m_syaiful.anwar 
#pesonamerahputihlampungselatan
#wisatalampungselatan
#hutke80ri #radityoegi #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa #",Attraction,Siger,promenade,boardwalk,lock chamber,0.659203,0.139345,0.03795
https://www.instagram.com/p/C3CfY2bhZa6/,222.jpg,2/7/2024 8:04,"....................

About a Journey

#pantaimarina #pantaimarinalampung #wisatalampung #wisatalampungselatan #fotography",Attraction,,picnic area,exterior,coast,0.198898,0.091132,0.068768
https://www.instagram.com/p/Cvm1RIkPxKE/,223.jpg,8/6/2023 14:37,"Krakatau Park - Lampung
____________________________________
Terletak di bagian selatan propinsi lampung yang berdekatan dengan pelabuhan bakauheni dengan jarak 92KM dari Kota Bandar Lampung dan juga salah satu dari jatim park group.
Cocok untuk menghabiskan waktu bersama keluarga dan banyak wahana permainannya
.
.
.
#krakataupark 
#krakatauparklampung 
#lampung 
#wisatalampung 
#wisatalampungselatan 
#traveler 
#traveling 
#qualitytime 
#myfamilymyadventure",Attraction,,soccer field,outdoor,football,0.316564,0.304817,0.101378
https://www.instagram.com/p/CmmRxOlpGfU/,224.jpg,12/25/2022 16:44,Kebersamaan Hari ini dgn Keluarga Achmad di Pantai Villa Resort Rumayya Lampung Selatan Bakauheni 📍✨🌊👍🏻😇😊 #kebersamaan #kebersamaankeluarga #wisata #wisatalampung #wisatalampungselatan #lampungselatan #lampung #kalianda #bakauheni,Amenities,,outdoor,outdoor,ticket booth,0.494711,0.076688,0.073509
https://www.instagram.com/p/CkU4XyErG2d/,225.jpg,10/30/2022 5:33,"View of Kalianda beach
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf #wisatalampung @tempat_wisata_lampung @pantai_keduwarna @selebgram.lampuung #wisatalampungselatan #flflflflflflflflflflfl❤️ #pantaiindonesia #pantaiminangrua #selebgramlampuung #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #selebgramindonesia #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ",Attraction,,natural,pier,water,0.240017,0.093523,0.06735
https://www.instagram.com/p/Cmss4Sir1QD/,226.jpg,12/28/2022 4:37,"Save here!
.
#janah2410 #fff💋 #lflfff❤ #lfl💛 #lfl❤️ #flfl💛 #flf❤ #flf  @tempat_wisata_lampung @selebgram.lampuung @lampungselatanexplore #wisatalampungselatan #selebgramlampuung @pantai.marina.official @lampungexplore_id #ootdstyle #ootddaily #ootdfashion #ootdhijab #selebgramlampung_id #ootdselebgram #selebgramlampung_ #gadisindonesia37 #pantaimarina #remajaindonesia37 #fypindonesia #remajaindonesiaaaa #fypシ❤️💞❤️ #fypinstagram #fypシ #ａｅｓｔｈｅｔｉｃ #pantaiindonesia #beachvibes",Attraction,,ocean,coast,viaduct,0.127795,0.084587,0.075458
https://www.instagram.com/p/ChJ3KbbvkAI/,227.jpg,8/12/2022 9:16,"Just chill & enjoy 🌅

📍@muaraindahsuak 
Jl. Raya Suak Desa Suak Kec. Sidomulyo Lampung Selatan 

_______________
Follow & tag foto kamu 
IG @muaraindahsuak 
FB Muara Indah Suak 

________________
#muaraindahsuak #pantaimuaraindahsuak #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #piknik #healingvibes",Amenities,Fasilitas Olahraga,outdoor,playground,park,0.759965,0.087912,0.077211
https://www.instagram.com/p/DIS-BAUhDc3/,228.jpg,4/11/2025 6:34,"Pantai, pasir, dan jungle gym?
Bukan sekadar pantai—Rio by the Beach hadirkan petualangan mini lewat jungle gym yang seru dan aman untuk anak-anak ataupun dewasa✨🌊

#pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #lampungku #riobythebeach #lampungselatan",Amenities,Fasilitas Olahraga,outdoor,beach,ocean,0.687039,0.126288,0.059481
https://www.instagram.com/p/CmnTkN0yCZm/,229.jpg,12/26/2022 2:19,"• way kalam waterfall •

Mimin minta maaf nih kalo sampe buat salah paham pass minta izin buat ambil foto ini..
😁😁

Gak bermaksud ko buat bikin masalah 🤣🤣.

.
.
Masih dalam moment ekplorasi bareng @gengkwaci_explore
Inframe . @adindasalsa_billa
.
.
.

Lokasi : 

Air Terjun Way Kalam
Desa Way Kalam
Kecamatan Penengahan
Kabupaten Lampung Selatan

Support by :
@pantai_minangrua
@airterjun_waykalam
@kopibw
@_rrrudi_yunianto
@wonderful.kalianda
@sintiafoto.ku
@tahunona
@wajahlampuung
@mtmapringsewu_lampung
@mtmakorwillampung
@ade_fadly_ig
@sewatenda_outdoorlampung

Nantikan Ekspedisi & Eksplorasi @gengkwaci_explore selanjutnya !!!
.
.

#ExplorasibersamaGengKwaci
#GengKwaciExplore
#GengKwaci
#SelaluBersamaSelaluBahagia
#WisataLampungSelatan
#PantaiMinangRua #AirTerjunWayKalam #Pokdarwis 
#kelampung_geh #kelampunggeh #nekadtravellerlampung #pesonalampung #kalianda #lampunguptodate",Attraction,,waterfall,rainforest,mountain,0.686597,0.116623,0.068929
https://www.instagram.com/p/CbAapLrvx9k/,230.jpg,3/12/2022 14:05,"Rindu aku rindu kamu..❤️
@pantai.marina.official 
#kalianda 
#lampungselatan 
#lampunghits 
#lampung 
#lampunggeh 
#wisatalampungselatan 
#wisatalampung",Attraction,,promenade,outdoor,park,0.247575,0.193392,0.140332
https://www.instagram.com/p/Cd_D87UPNzJ/,231.jpg,5/25/2022 15:02,"Sepintar dan semandiri apa pun seorang perempuan, dia tetap membutuhkan peta atau google map dari orang lain untuk menunjukkan arah perjalanannya. Sebab, kalau dibiarkan membaca peta atau google map sendiri, kerap kali dia tersesat. 

Perempuan tetap butuh kaki lain untuk membantunya melangkah.

🌍 Informasi wisata seputar Lampung Selatan 

Mau di repost ?? ..
Cara nya 
follow : 👇👇

|| @lampungselatanexplore
|| @lampungselatanexplore
|| @lampungselatanexplore

|| Hastag #lampungselatanexplore

Follow Facebook : ʟᴀᴍᴘᴜɴɢ ꜱᴇʟᴀᴛᴀɴ ᴇxᴘʟᴏʀᴇ

Foto menarik akan kami repost 😊

_______________________

Info wisata & kerjasama silahkan DM 💌
_______________________

Lampung, 25 Mei 2022
©@irmadewimeilinda

Lokasi : Curug Anakan | @airterjun_waykalam, Desa Way Kalam Kec. Penengahan Kab. Lampung Selatan

#DialogRasa  #AirTerjunWayKalam #LampungSelatan #Pariwisata #wisatalampung #wisatalampung #wisatalampungselatan #lampungselatanamazing #woderfulindonesia #writerpreneur #blogger #contentwriter #travellers #bloggertravel

#repost : @irmadewimeilinda",Attraction,,forest path,rainforest,bamboo forest,0.577729,0.212697,0.060296
https://www.instagram.com/p/CqMbgvkPA52/,232.jpg,3/25/2023 1:55,"The more I don't care, the calmer I am

#sanggarbeach_lpg#pantaikalianda #lampunghits  #wisatalampungselatan #lampunggeh #pantaiindonesia #wisataalam #flflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflflfflfl💞💞💞💞💞💞💞💞 #fypシ #fypage #hijabfashion #hijabbers #muslimahindonesia #cantikberhijab #keindahanalamindonesia",Attraction,,beach,promenade,coast,0.364072,0.236119,0.091732
https://www.instagram.com/p/CresBr5BPa6/,233.jpg,4/26/2023 0:37,"Akun ini private,kalau friendly itu kan kamu
@wisatapunggungnaga01 
.
.
.

#wisatapunggungnaga #punggungnaga #punggungnagapadangcermin #punggungnagapesawaran #wisatalampung #lampunggeh #lampunghits #lampungkiyai #lampungupdateid #wisatalampungselatan #airterjun #airterjunlidahnaga #airterjunlampung #wisataairterjun",Attraction,,waterfall,creek,rainforest,0.569924,0.138621,0.12088
https://www.instagram.com/p/CWlH4vDPJzp/,234.jpg,11/22/2021 13:36,"“Apa yang datang dengan mudah belum tentu mampu bertahan lama, tapi yang bertahan dengan lama tidak akan datang dengan mudah""

📍 Pantai Marina,Kalianda

#pantai 
#pantailampung 
#lampung
#lampungselatan 
#kalianda 
#wisatalampung 
#wisatalampungselatan 
@pantai.marina.official 
@pantai_marina_official",Attraction,,coast,islet,lagoon,0.270827,0.205144,0.131533
https://www.instagram.com/p/Ca-WNxav8BK/,235.jpg,3/11/2022 18:48,"Self Healing terbaik adalah berdamai dengan diri sendiri, berdo'a, menikmati real life and istighfar is the best solution for any problem #wisatalampung #wisatalampungselatan #bukitpematangsunrise",Attraction,,hot spring,lagoon,pier,0.242837,0.15705,0.10983
https://www.instagram.com/p/CV-h_FnPclp/,236.jpg,11/7/2021 13:54,"Seandainya yang banyak itu saldo rekening ..
Bukan fikiran 🙄😆
Apalagi berat badan 🤦

📍Pantai Sebalang

#pantaisebalang 
#pantaisebalanglampung 
#pantaisebalangtarahan 
#wisatalampung 
#wisatalampungselatan",Attraction,,medina,vegetation,kasbah,0.378828,0.249191,0.050474
https://www.instagram.com/p/DNcTNrXyws3/,237.jpg,8/17/2025 4:09,"Merah putih di menara siger, menyatukan ragam suku dan budaya di bumi Ragom Mufakat
#pesonamerahputihlampungselatan #HUTKE80RI #wisatalampungselatan #radityoegipratama #syaifulanwar #kawasanmenarasiger #lampungselatanmaju #bismillahbisa",Attraction,Siger,promenade,plaza,carrousel,0.316025,0.113035,0.101107
https://www.instagram.com/p/Cd-Wl1sL9oy/,238.jpg,5/25/2022 8:26,"Santai di pantai usai pelatihan penjaga pantai
#minangrua
#kurnianoen
#pantaiminangrua
#dinaspariwisatalampungselatan 
#wisatalampungselatan 
#pariwisatalampungselatan 
@pantai_minangrua
@dinaspariwisata.lampungselatan",Amenities,,picnic area,playground,outdoor,0.178438,0.174347,0.162887
https://www.instagram.com/p/CjY81O8BbqR/,239.jpg,10/6/2022 22:57,""" White ""
.
.
.
@ini_rifandi & @rikaawd__ 
.
.
.
@asep_photography 
Info foto : 081289144788
.
.
#liburankeluarga 
#liburanmurah 
#yukliburan 
#konseptfoto 
#holidayandholiday 
#fotocasual📷 
#cassual 
#cassualstyle 
#hijabcassual 
#huntmode 
#hunthijab 
#weddingkalianda 
#weddingphotoshoot 
#preweddingoutdoormurah 
#weddingkalianda 
#kaliandaphotography 
#weddinglampungselatan 
#mystylemyway 
#womennature
#canon50mm18stm 
#nikkor50mm18g 
#wisatalampung 
#wisatalampungselatan
#preweddinglampungtimur 
#preweddinglampungselatan
#preweddingfotografer",Amenities,,hospital,exterior,alcove,0.156167,0.100572,0.078254
https://www.instagram.com/p/Ci302rXPzUY/,240.jpg,9/24/2022 2:12,"Gimana klo weekendnya ke @inkragarden_lampung aja
Berenang🏊 asyik,. Plus bacakan di taman yg ga kalah asyik 🥳🤩
Cukup bayar 5k 
bisa berenang sepuasnya 😂 ampe tutup juga boleh koq 😁
#taman#anak#kolamrenang #edukasi #edufunwithkids #happyfamily #happytime #healing #wisatalampung #wisatalampungselatan #airgunung",Attraction,,water park,outdoor,amusement park,0.579511,0.36037,0.029967
https://www.instagram.com/p/CabAWHWPO2V/,241.jpg,2/26/2022 1:24,"setelah melewati sekian purnama akhirnya bisa balik lagi ke air terjun ini, salah satu air terjun keren di Tanggamus tepatnya di desa Datar Lebuai, Kecamatan Air Naningan, masih banyak air terjun keren lainnya yang harus di kunjungi namun waktu tak cukup sehari
tanks bang @wawan._06 ya udah nganter kami explore air terjun yang keren
team explore
@myusufnugrahaa
@dedijuliandi3006
°
°
📍Air Terjun Queen, Des. Datar Lebuai, Kec. Air Naningan, Kab. Tanggamus, Lampung
°
°
#nikonindonesia #nikonteam #greatshotz #lampunglandscapers #geonusantara #geolampung #instanusantara #wisatalampungselatan #indonesiaphotography #ic_landscape #ic_longexposure  #cameraindonesia #genpilampung #lampunginsta #lampunggeh #pikniklampung #PantaiMinangRua #haidaindonesia
#siruifilters #siruiindonesia #siruiaustralia #focusonelampung #plazafotolpg #hipaae
#serikat_fi #fineart #kemenpar #composekld",Attraction,,waterfall,creek,rainforest,0.691115,0.105385,0.057784
https://www.instagram.com/p/CttifGFS4k1/,242.jpg,6/20/2023 12:05,"Rencana healing saat ini: menjauhkan diri dari omong kosong.

📍 green canyon
🌏 lampung selatan

#greencanyon #lampungwisata #kelampungaja #wisatakalianda #wisatalampungselatan",Attraction,,lagoon,islet,vegetation,0.202887,0.109902,0.075908
https://www.instagram.com/p/CayiZ2iBMyM/,243.jpg,3/7/2022 4:44,"Kpan MBK e foto kambek aku? 
  #pantaiminangrua #wisatalampung #wisatalampungselatan",Attraction,,beach,outdoor,snowfield,0.17074,0.059225,0.046191
https://www.instagram.com/p/CYsyLC5Pho4/,244.jpg,1/14/2022 6:03,"""udah pada kangen belum""
shoot terakhir bareng para suhu landscape om @amenk_alfariza dan om @gathoe18
°
°
📍@Karang Gigi Hiu, Tanggamus, Lampung
°
°
#nikonindonesia #nikonteam #greatshotz #lampunglandscapers #geonusantara #geolampung #instanusantara #wisatalampungselatan #indonesiaphotography #ic_landscape #ic_longexposure  #cameraindonesia #genpilampung #lampunginsta #lampunggeh #pikniklampung #PantaiMinangRua #haidaindonesia
#siruifilters #siruiindonesia #siruiaustralia #nikond600 #tamron1735 #focusonelampung #plazafotolpg #hipaae
#serikat_fi #fineart #kemenpar #composekld",Attraction,,coast,ocean,wave,0.291873,0.272928,0.171717
https://www.instagram.com/p/CugE6xCSOlk/,245.jpg,7/10/2023 3:08,"#pantai 
#pantaimarina 
#pantaimarinalampung 
#wisatalampung 
#wisatalampungselatan 
#kalianda",Attraction,,pagoda,asia,downtown,0.929581,0.013058,0.005756
https://www.instagram.com/p/CesPX4vBgkA/,246.jpg,6/12/2022 4:08,"Bermimpi lah dalam hidup jangan hidup dalam mimpi😚
@pantai.marina.official
#wisatalampung
#pantailampungselatan #wisatalampungselatan #pantailampung #pikniklampung #piknik",Attraction,,art studio,art school,childs room,0.225033,0.153969,0.067293
https://www.instagram.com/p/CQMu_bAJSr-/,247.jpg,6/16/2021 23:09,"we cannot es cape history🍃

#wisatalampung #wisatalampungselatan #lampungeksis #jalanjalanlampung #pantaikedu",Attraction,,beach,ocean,coast,0.336724,0.168219,0.158318
https://www.instagram.com/p/C7gaGoSPu7n/,248.jpg,5/28/2024 9:01,"Seru - seruan Di WAY PENAGA 🤗

☑ Salam kenal teman-teman, Kepoin kita dong. Yuk follow & saling support. Kunjungi channel yoututube kami juga ya (link ada di bio/profil/disematkan).

#waypenaga #seruseruanbareng #seruseruanaja #kaliandahits #wisatalampungselatan #wisatalampungku #potretkece #cekrek📷",Attraction,,rope bridge,tree house,japanese garden,0.172505,0.146865,0.123765
https://www.instagram.com/p/CR-c746JiZg/,249.jpg,7/31/2021 3:04,"#REPOST @abid_rabbani28 with @get__repost__app 😋 Hayo baru tau kan di Natar ada wisata air terjun?. Wisata ini sudah sejak lama ada tetapi belum terlalu dikenal, so kali ini gue kenalin ke kalian. Let's check it out. 
————————————————
🌍 Lokasi : Curup Pancuran Emas, Dusun Purwosari 2, Desa Negara Ratu, Kec.Natar, Kab.Lampung Selatan, Prov.Lampung, Indonesia. 
. 
#lampung #pariwisatalampung #lampunggeh #lampungeksis #apalampung #lampungindonesia #pesonalampung #traveller_lampung #selampung #travellergaul #travelingstoryy_ #bolang_lampung #pesonaairterjunsumatra #ootdlampungkece #genpilampung #backpackerlampung #gerbanglampung #disparbudlamsel #lampungselatanamazing #lampungselatan #curuppancuranemas #natar  #wisatalampungselatan #repostandroid #repostw10 #ootdlampungkece",Attraction,,rope bridge,amusement park,playground,0.670486,0.233421,0.041176
https://www.instagram.com/p/CTUkYQEPFKw/,250.jpg,9/2/2021 13:44,"𝗣𝗮𝗻𝗷𝗮𝗻𝗴 𝘂𝗺𝘂𝗿 𝘂𝘁𝗸 𝘁𝗲𝗺𝗲𝗻² 𝘆𝗴 𝘀𝗲𝗿𝗶𝗻𝗴 𝗯𝗶𝗹𝗮𝗻𝗴 : “𝗵𝗮𝗹𝗮𝗮𝗮𝗵 , 𝗸𝗮𝘆𝗮𝗸 𝘀𝗮𝗺𝗮 𝘀𝗶𝗮𝗽𝗮 𝗮𝗷𝗮”
______________________________

📍 Bendungan U25 umbulselawe , sidomukti - Lampung Selatan 

🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹🔹
_____________________________________________

🔄 Silahkan Berbagi informasi di sini :
↪️ Share foto/Vidio mu dgn cara :

1️⃣ Follow Instagram :  @lampungselatanexplore

2️⃣ tag foto/ Vidio kalian ke @lampungselatanexplore

3️⃣ Gunakan hastag #lampungselatanexplore

4️⃣ Note : akun jangan di privat 🔐🔑

🔴 Foto / Vidio terbaik akan kami repost 🔃
___________________________________________

🌐FACEBOOK : Lampung Selatan explore

🔴Subscribe YouTube channel klik link di bio 👉👉

📩PP/indorsm DM 📩
_____________________________________________

#Repost @ummuhanii89
....
.
#pikniklampungkuy #pikniklampungselatan #potretlampunginsta #wisatalampungme #wisatalampungselatan
#ga_lampung_hits #langkahkakitraveller #gayapopuler #ijilampung #lampung446 #travellergaul #alamlampung #mampirlampung #pejalankakilampung #lampungkulampungmu #parapejalanlampung #lampungeksis #kelilinglampung #pematangsunrise #kelampungaja #wajahlampung #gerbanglampung #tempatwisatalampung #bukitpematangsunrise",Attraction,,natural,pond,campsite,0.364892,0.198143,0.099973
https://www.instagram.com/p/Cg1R3dzPcjH/,251.jpg,8/4/2022 9:25,"Tag bestie dan ayang mu gaess, ajak mingguan ke Muara Indah 😜

📍@muaraindahsuak 
Jl. Raya Suak Desa Suak Kec. Sidomulyo Lampung Selatan 

_______________
Follow & tag foto kamu 
IG @muaraindahsuak 
FB Muara Indah Suak 

________________
#muaraindahsuak #pantaimuaraindahsuak #pantailampung #pantailampungselatan #wisatalampung #wisatalampungselatan #piknik #healingvibesonly",Attraction,,lagoon,beach,coast,0.343987,0.273808,0.130767
https://www.instagram.com/p/CkDOr5wPFNL/,252.jpg,10/23/2022 9:01,"- @rio_47__ 
Beautyfull 😻🌊🐳

#lb #lbnewpost #lbc #lbworks #df #fff😊 #fblbrl #fb #virall #wisatalampung #wisatalampungselatan",Attraction,,beach,ocean,coast,0.644764,0.10601,0.080768
https://www.instagram.com/p/CMSEXcyMdRO/,253.jpg,3/11/2021 14:46,"Alhamdulillah, kita menambah gazebo baru untuk memanjakan para pengunjung menikmati keindahan sunset di Pantai Kedu Warna, kita tunggu ya kujungannya di Pantai Kedu Warna, terimakasih 🙏😀🙏
#pantai_keduwarna#sunset #sunsetphotography #wisatapantai #wisatalampungselatan #wonderfulkalianda #wonderfullampungselatan #wonderfulindonesia #kaliandaig",Amenities,Gazebo,beach house,coast,beach,0.119801,0.097426,0.09317
https://www.instagram.com/p/CkPGCMeS6sq/,254.jpg,10/27/2022 23:37,"Sudah akhir pekan aja ni kak, masih bingung mau kemana weekend kali ini, eitsss kagak usah bingung, Air terjun Citiis solusinya.

Air Terjun Citiis ini, merupakan satu dari beberapa objek wisata alam Air Terjun di Kabupaten Lampung Selatan.

Lokasi Air Terjun yang berada di bawah kaki Gunung Rajabasa dengan dikelilingi pohon-pohon hutan alami. Keindahan Air Terjun Citiis sangatlah menggoda untuk didatangi.

Hijaunya pepohonan khas Gunung Rajabasa yang masih alami, serta batu hitam dengan hiasan lumut menjadi pemandangan yang menyejukan mata.

Riak suara air yang turun dari ketinggian sekira 10-20 meter, seolah menjadi irama syahdu.
Perjuangan melelahkan, track memacu andrenalin akan terbayarkan sudah, kala mata menatap dan merasakan langsung kesegaran Air Terjun Citiis.
If @ekamaulanaiqbal_18

📍 Air Terjun Citiis, Rajabasa, Lampung Selatan.

#curug #waterfall #explorelampung #lampungselatan #wisatalampungselatan  #lampungmoment #visitlampung #wisatalampung #pesonalampung #genpilampung #pesonaindonesia #lampunggeh #lampunghits #lampungeksis #lfl #likeforlikes #likeforfollow #inilampungyay #potretlampung #lampunginsta #parapejalanlampung #pendakilampung #travellerlampung #lampungkece  #lampungpedia  #alamlampung #nature #instagood  #travelingindonesia #traveling",Attraction,,waterfall,rainforest,creek,0.860263,0.069672,0.02436
https://www.instagram.com/p/CVtdbpUPTA5/,255.jpg,10/31/2021 22:47,"Tidak pernah merasa lelah, untuk selalu berjuang melindungi keluarga.
.
Semangat hari Senin.
Semangat 1 Nopember.
Semangat pagi
Good morning

.
===========================
#landscape_photography #landscapephotography #photographylandscape
 #beautifulindonesia 
#landscapelovers  #loveindonesia  #photographylovers  #indonesiaku #lampunglandscapers  #lampunglandscape  #lampungphotography  #lampungexpoler #alamlampung_
#mata_lampungku 
#kebunkaret #jatiagunglampungselatan  #jatiagung  #pariwisatalampung  #pariwisatalampungselatan  #wisatalampung  #wisatalampungselatan  #gowescantik  #gowesholic  #gowessantai  #goweslampung  #gowesnusantara #gowessehat  #sepedaonthel",Attraction,,forest path,forest road,bamboo forest,0.844344,0.073741,0.026359
https://www.instagram.com/p/DNcNtHnyyk1/,256.jpg,8/17/2025 3:21,"Ikan sarden belinya di way Galih
Bupati keren, bupatinya lamsel niiiihh 😍🤗

Slide 1  selamat datang Bapak Bupati @radityoegi di Lapangan Menara Siger Bakauheni🙏

Alhamdulillah Bapak taun ini kami upacara 17 Agustusan gak jauh2 lagi ke kecamatan ke kabupaten, upacara cukup 150 m dr rumah dg View Menara Siger yang Luar Biasa Wah banget, bener2 di sulap jadi cuantik luar biasa😍😍

Slide 2 Ijin Bapak upload fotonya, foto penuh effort ini, banyak drama, ijin dr ajudan 1 acc tp di PHP lanjut ke ajudan 2 acc tp msh di PHP, akhirnya jalur salip sat set bisa foto bareng☺
udh dg posisi siap foto malah gak kesimpen
Nyalip2 lagi bisa foto lagi malah kaki ketendang orang, untung HP gak jatoh 😩 jadilah foto rada menyot 😀

Slide 3,4,5 Bareng temen2 tercinta @pkm_bakauheni_lampungselatan @ienha_septiana @noviantiefi2909 @astrieyannianggraini @anggarini848 @suriyatisaja @elinydodipurba @bidan_anasihombing  @hamamifarhan @niluh_maitri
@henirafka6

Slide 6 Tim Nakes Squad siap siaga jagain yg pada upacara (P3k) 💪💕

Slide 7,8 Tmn2 sing Ayu pake Baju Adat Nusantara

 Slide 10 Ngeleseh pas Abis Upacara ☺☺

Merdeeekaaa sekali merdeka 💪💪
Selama hayat masoh dikandung Badaaaann 🎵🎵🎵

DIRGAHAYU REPUBLIK INDONESIA KE-80
semoga Indonesia Semakin Maju💪 ❤‍🩹

Merah putih di Menara Siger,  menyatukan ragam suku dan budaya di bumi Ragom Mufakat 💕

@pemkab.lampungselatan 
@radityoegi 
@m_syaiful.anwar 

#pesonamerahputihlampungselatan 
#hutke80ri
#wisatalampungselatan
#radityoegi
#syaifulanwar
#kawasanmenarasiger 
#lampungselatanmaju
#bismillahbisa",Attraction,Siger,boat deck,amusement park,boardwalk,0.154391,0.110011,0.096833
https://www.instagram.com/p/CS-cxh3BXzL/,257.jpg,8/24/2021 23:34,"#Repost @johan_aza123
• • • • • •
Air Naningan

Standar

#wisatalampungselatan 
#lampunghits 
#lampungkece 
#lampungkeren 
#airnaningantanggamus 
#wisatalampungselatan 
#airterjunlampungselatan",Attraction,,waterfall,swimming hole,rainforest,0.715114,0.060384,0.027728
https://www.instagram.com/p/DNz232s5tL2/,258.jpg,8/26/2025 7:43,"Relax & recharge

#cafebakauheni #cafelampungselatan #wisatalampungselatan #wisatabakauheni 
#billiardbakauheni",Amenities,,repair shop,physics laboratory,mezzanine,0.305944,0.147993,0.064043
