Post URL,File,Post Date,Caption,Anotasi,Catatan,caption_clean,hashtags_clean,caption_normalized
https://www.instagram.com/p/CQaId8jgQts/,122.jpg,44369.168067129627,"Dulu ke kedu sinar laut sekarang ke pantai kedu warna dong . 😂
Sebenernya mau flashback tapi gak deh.. 🤭 
#explorkalianda 
#kaliandaig 
#keduwarna 
#lampunghits 
#lamsel 
#kaliandahits 
#lampunginsta 
#wajahlampung 
#potretlampung
#sahabatpiknik 
#wisatalamsel 
#wisatalampung 
#jelajahwisatalampung",Attraction,,dulu ke kedu sinar laut sekarang ke pantai kedu warna dong. 😂 sebenernya mau flashback tapi gak deh 🤭,explorkalianda kaliandaig keduwarna lampunghits lamsel kaliandahits lampunginsta wajahlampung potretlampung sahabatpiknik wisatalamsel wisatalampung jelajahwisatalampung,dulu ke kedu sinar laut sekarang ke pantai kedu warna dong tertawa sebenernya mau flashback tapi tidak deh malu
https://www.instagram.com/p/Cc7x1JTJ7Wu/,123.jpg,44680.496608796297,"Alone desa lubuk bais way Galih Lampung Selatan 

#gowesjelajahalam #gowesblusukankampung #pacificbikeofficial #cylingphoto #visitbogor #sepedamtbbogor #bogormtb #gowesphotophoto #crashmtbe #sepedagunungbogor #stravacyclingphotos
#kelampungaja #pikniklampung #wisatalampung #lampung #lampungexplore #lampunggeh #lampungkeren #lampunghits #ilovelampung #kelilinglampung #lampungeksis #berandalampung #wajahlampung #wisatapringsewu #wisatalamsel #wisatakrui #wisatabdl #wisatametro #wisatakalianda",Attraction,,alone desa lubuk bais way galih lampung selatan,gowesjelajahalam gowesblusukankampung pacificbikeofficial cylingphoto visitbogor sepedamtbbogor bogormtb gowesphotophoto crashmtbe sepedagunungbogor stravacyclingphotos kelampungaja pikniklampung wisatalampung lampung lampungexplore lampunggeh lampungkeren lampunghits ilovelampung kelilinglampung lampungeksis berandalampung wajahlampung wisatapringsewu wisatalamsel wisatakrui wisatabdl wisatametro wisatakalianda,alone desa lubuk bais way galih lampung selatan
https://www.instagram.com/p/Cxzefg0vpOQ/,124.jpg,45199.230208333327,"[ Yuk Agendakan Traveling Terbaik Anda Bersama Kami Restu Bumi Adventure ]
.
👋🏻 Haii haiii sobat RBA, cerita terbaik adalah kehidupan yang berwarna warni. Kehidupan dengan dipenuhi oleh warna warni akan membuat hidup semakin lebih berarti. 

🙌🏻 Rencanakan kegiatan wisata terbaikmu bersama kami yah @restubumiadventure, segera reservasi dan jadwalkan kegiatannya.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Wisata Alam
▪️Wisata Desa
▪️Minat Khusus
▪️Outbound Training
▪️Family & Corporate Gathering
.
----More information-----
• Kontak : 
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumi #adventure #pariwisata #paketwisatalampung #paketwisatamurah #paketberwisata #triplampung #biroperjalananwisata #travelling #bpwlampung #lampung #jalanjalan #berpergian #healing #traveling #berwisatadilampung #bandarlampung #lampunggeh #pantaimarina #marinabeach #pantaikalianda #wisatalamsel #pantailamsel #pariwisatalampungselatan #pariwisatalamsel",Ancillary,Kelompok Wisata,"[ yuk agendakan traveling terbaik anda bersama kami restu bumi adventure ]. 👋🏻 haii haiii sobat rba, cerita terbaik adalah kehidupan yang berwarna warni. kehidupan dengan dipenuhi oleh warna warni akan membuat hidup semakin lebih berarti. 🙌🏻 rencanakan kegiatan wisata terbaikmu bersama kami yah, segera reservasi dan jadwalkan kegiatannya. 🏝️ rba - tour packages ️wisata alam ️wisata desa ️minat khusus ️outbound training ️family dan corporate gathering. more information kontak: > 081271046209 (admin 1) > 081272477622 (admin 2) instagram: facebook: restu bumi adventure tik tok: youtube: restu bumi adventure website: email: restubumiadventure64@gmail.com",restubumiadventure restubumi adventure pariwisata paketwisatalampung paketwisatamurah paketberwisata triplampung biroperjalananwisata travelling bpwlampung lampung jalanjalan berpergian healing traveling berwisatadilampung bandarlampung lampunggeh pantaimarina marinabeach pantaikalianda wisatalamsel pantailamsel pariwisatalampungselatan pariwisatalamsel,ayo agendakan traveling terbaik anda bersama kami restu bumi adventure haii haii sobat rba cerita terbaik adalah kehidupan yang berwarna warni kehidupan dengan dipenuhi oleh warna warni akan membuat hidup semakin lebih berarti dukungan rencanakan kegiatan wisata terbaikmu bersama kami yah segera reservasi dan jadwalkan kegiatannya pulau rba tour packages wisata alam wisata desa minat khusus outbound training family dan corporate gathering more information kontak 081271046209 admin 1 081272477622 admin 2 instagram facebook restu bumi adventure tik tok youtube restu bumi adventure website email restubumiadventure64 gmail com
https://www.instagram.com/p/C7QJttXPAQS/,125.jpg,45434.0628125,"Bismillah 

Maa Syaa Allah Tabarakallah 
Allahumma baarik 

Pantai Rio by the Beach🏝️🌅🌴🌴🌴
Lampung Selatan 

Bersama adikku 

#visitlampung#visitlampungselatan#pantairiobythebeach#liburan#liburankeluarga #pesonapantai#pesonaindonesia#piknik#refreshing#holiday#santai#pantairio#indonesia#pantaibersih#pantaiindah#pasirluas#riomotret#riobythebeach",Attraction,,bismillah maa syaa allah tabarakallah allahumma baarik pantai rio by the beach🏝️🌅🌴🌴🌴 lampung selatan bersama adikku,visitlampung visitlampungselatan pantairiobythebeach liburan liburankeluarga pesonapantai pesonaindonesia piknik refreshing holiday santai pantairio indonesia pantaibersih pantaiindah pasirluas riomotret riobythebeach,bismillah maa syaa allah tabarakallah allahumma baarik pantai rio by the beach pulau matahari terbit pohon kelapa pohon kelapa pohon kelapa lampung selatan bersama adikku
https://www.instagram.com/p/CsJZSDYyFu6/,126.jpg,45058.61173611111,"@masjidbsi_bakauheni 
#visitlampung #visitlampungselatan",Amenities,Bank Syaria Indonesia Bakauheni,,visitlampung visitlampungselatan,
https://www.instagram.com/p/CaxC8ZKvVfi/,127.jpg,44626.618206018517,"Menunggu yang akan berlalu.
Menanti yang akan pergi
Walaupun cuma sesaat ku nikmati .
Esok pagi akan menyapa kembali  dgn penuh berseri
#lampung
#visitlampungselatan
@explorewisatalampung
@pulaumengkudu
@wisatalampungselatan",Attraction,,menunggu yang akan berlalu. menanti yang akan pergi walaupun cuma sesaat ku nikmati. esok pagi akan menyapa kembali dgn penuh berseri,lampung visitlampungselatan,menunggu yang akan berlalu menanti yang akan pergi walaupun cuma sesaat ku nikmati esok pagi akan menyapa kembali dengan penuh berseri
https://www.instagram.com/p/CaPiZF2h-Tb/,128.jpg,44613.604756944442,"#sunset
.
Pantai Kedu merupakan salah satu jenis pantai berpasir putih yang halus dan salah satu pantai yang biasa dijelajahi.
Pantai Kedu populer karena keunikannya yang menghadap ke arah barat. Hal ini menjadikan posisi pantai yang satu ini sangat cocok untuk melihat sunset. Tidak hanya itu, pantai ini dihiasi oleh gugusan Pulau Krakatau dan tampak elok pemandangan gunung Rajabasa yang memang seolah-olah menampakan dirinya di atas air laut
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,"pantai kedu merupakan salah satu jenis pantai berpasir putih yang halus dan salah satu pantai yang biasa dijelajahi. pantai kedu populer karena keunikannya yang menghadap ke arah barat. hal ini menjadikan posisi pantai yang satu ini sangat cocok untuk melihat sunset. tidak hanya itu, pantai ini dihiasi oleh gugusan pulau krakatau dan tampak elok pemandangan gunung rajabasa yang memang seolah-olah menampakan dirinya di atas air laut",sunset motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,pantai kedu merupakan salah satu jenis pantai berpasir putih yang halus dan salah satu pantai yang biasa dijelajahi pantai kedu populer karena keunikannya yang menghadap ke arah barat hal ini menjadikan posisi pantai yang satu ini sangat cocok untuk melihat sunset tidak hanya itu pantai ini dihiasi oleh gugusan pulau krakatau dan tampak elok pemandangan gunung rajabasa yang memang seolah olah menampakan dirinya di atas air laut
https://www.instagram.com/p/CZysb4MvgmS/,129.jpg,44602.403217592589,"#sunset
.
Sunset mengajarkan kita bahwa hidup tak selalu cemerlang dan bersinar
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,sunset mengajarkan kita bahwa hidup tak selalu cemerlang dan bersinar,sunset motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,sunset mengajarkan kita bahwa hidup tak selalu cemerlang dan bersinar
https://www.instagram.com/p/CZqyHhvhba6/,130.jpg,44599.330810185187,"#sunset
.
Berbicara dan berlakulah dengan baik kepada orang yang menjahati Anda. Mereka boleh jahat, tapi Anda tetap baik
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,"berbicara dan berlakulah dengan baik kepada orang yang menjahati anda. mereka boleh jahat, tapi anda tetap baik",sunset motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,berbicara dan berlakulah dengan baik kepada orang yang menjahati anda mereka boleh jahat tapi anda tetap baik
https://www.instagram.com/p/CZjhBDKPc8k/,131.jpg,44596.508506944447,"#sunset
.
Terkadang kamu tersenyum, bukan karena ada hal yang menyenangkan hatimu, tapi karena kamu tahu bersedih takkan selesaikan masalah
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,"terkadang kamu tersenyum, bukan karena ada hal yang menyenangkan hatimu, tapi karena kamu tahu bersedih takkan selesaikan masalah",sunset motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,terkadang kamu tersenyum bukan karena ada hal yang menyenangkan hatimu tapi karena kamu tahu bersedih takkan selesaikan masalah
https://www.instagram.com/p/CZg3whphycN/,132.jpg,44595.481423611112,"#sunset
.
Sirik, tanda tak mampu. Disiriki adalah tanda Anda lebih bahagia darinya. Bersyukurlah, dan doakan kebaikan baginya
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,"sirik, tanda tak mampu. disiriki adalah tanda anda lebih bahagia darinya. bersyukurlah, dan doakan kebaikan baginya",sunset motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,sirik tanda tak mampu disiriki adalah tanda anda lebih bahagia darinya bersyukurlah dan doakan kebaikan baginya
https://www.instagram.com/p/CZcTKvzhSSX/,133.jpg,44593.705937500003,"Jika engkau ingin berbahagia, janganlah kau bandingkan kelemahanmu dengan kekuatan orang lain.
.
Yuk mabar
. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,Sunset,"jika engkau ingin berbahagia, janganlah kau bandingkan kelemahanmu dengan kekuatan orang lain yuk mabar",motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan sunset repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,jika engkau ingin berbahagia janganlah kau bandingkan kelemahanmu dengan kekuatan orang lain ayo mabar
https://www.instagram.com/p/CZbhSVdvqCu/,134.jpg,44593.403252314813,"Jika seseorang menghinamu, berterima kasih lah, karena sesungguhnya mereka telah mengorbankan waktunya hanya untuk membantumu menjadi lebih baik
.
.
Yuk hiling
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#motivasiilmu #katabijak #TravelerDadakan #indonesia #lampung #lampungselatan #laut #pantai #pantaikedu #kalianda #awan #sunset #repost #repostindonesian #pesonaindonesia #jelajahindonesia #jelajahlampungselatan #jelajahsumatera #jelajahlampung #visitindonesia #visitlamsel #visitlampung #visitlampungselatan #trip #indonesia #likeforlikes #like4likes #likeforfollow #jalanjalan #travelling",Attraction,,"jika seseorang menghinamu, berterima kasih lah, karena sesungguhnya mereka telah mengorbankan waktunya hanya untuk membantumu menjadi lebih baik yuk hiling",motivasiilmu katabijak traveler dadakan indonesia lampung lampungselatan laut pantai pantaikedu kalianda awan sunset repost repostindonesian pesonaindonesia jelajahindonesia jelajahlampungselatan jelajahsumatera jelajahlampung visitindonesia visitlamsel visitlampung visitlampungselatan trip likeforlikes like4likes likeforfollow jalanjalan travelling,jika seseorang menghinamu berterima kasih lah karena sesungguhnya mereka telah mengorbankan waktunya hanya untuk membantumu menjadi lebih baik ayo hiling
https://www.instagram.com/p/C65bu7fPYWx/,135.jpg,45425.239849537043,"[ TRIP MENYENANGKAN DENGAN RBA ]
. 
✨ Yuk segera booking dan jadwalkan liburan di Lampung bareng kami. Pasti seru dan dijamin puas, info lebih lanjut dan reservasi bisa hubungi admin kami yah 🥰. 
.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Wisata Alam
▪️Wisata Desa
▪️Minat Khusus
▪️Outbound Training
▪️Family & Corporate Gathering
.
----More information-----
• Kontak : 
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumi #adventure #pariwisata #jasaoutboundmurah #fungameslampung #outboundlampung #lampungoutbound #gamesoutbound #pantailampug #paketwisatamurah #paketberwisata #triplampung #wisatalampung #pantaimarina #marinabeach #lampung #paketoutbound #gatheringlampung #healinglampung #liburanlampung #pariwisatalampung #pantaisanggar #pantailampung #marina #lamseltrip #disparbudlamsel #pariwisatalamsel #lampungselatan",Ancillary,Kelompok Wisata,"[ trip menyenangkan dengan rba ]. ✨ yuk segera booking dan jadwalkan liburan di lampung bareng kami. pasti seru dan dijamin puas, info lebih lanjut dan reservasi bisa hubungi admin kami yah 🥰 🏝️ rba - tour packages ️wisata alam ️wisata desa ️minat khusus ️outbound training ️family dan corporate gathering. more information kontak: > 081271046209 (admin 1) > 081272477622 (admin 2) instagram: facebook: restu bumi adventure tik tok: youtube: restu bumi adventure website: email: restubumiadventure64@gmail.com",restubumiadventure restubumi adventure pariwisata jasaoutboundmurah fungameslampung outboundlampung lampungoutbound gamesoutbound pantailampug paketwisatamurah paketberwisata triplampung wisatalampung pantaimarina marinabeach lampung paketoutbound gatheringlampung healinglampung liburanlampung pariwisatalampung pantaisanggar pantailampung marina lamseltrip disparbudlamsel pariwisatalamsel lampungselatan,trip menyenangkan dengan rba indah ayo segera booking dan jadwalkan liburan di lampung bersama kami pasti seru dan dijamin puas info lebih lanjut dan reservasi bisa hubungi admin kami yah suka pulau rba tour packages wisata alam wisata desa minat khusus outbound training family dan corporate gathering more information kontak 081271046209 admin 1 081272477622 admin 2 instagram facebook restu bumi adventure tik tok youtube restu bumi adventure website email restubumiadventure64 gmail com
https://www.instagram.com/p/C6NuqDkPdid/,136.jpg,45408.266770833332,"[ TRAVELING BERSAMA RBA BIKIN BAHAGIA ]
. 
✨ Yuk segera booking dan jadwalkan liburan di Lampung bareng kami. Pasti seru dan dijamin puas, info lebih lanjut dan reservasi bisa hubungi admin kami yah 🥰. 
.
_______________________
🏝️ RBA - TOUR PACKAGES 
▪️Wisata Alam
▪️Wisata Desa
▪️Minat Khusus
▪️Outbound Training
▪️Family & Corporate Gathering
.
----More information-----
• Kontak : 
> 081271046209 (Admin 1) 
> 081272477622 (Admin 2)
• Instagram : @restubumiadventure 
• Facebook : Restu Bumi Adventure 
• Tik Tok : @restubumiadventure64
• Youtube : Restu Bumi Adventure 
• Website : www.restutour.co.id
• Email : restubumiadventure64@gmail.com
.
#restubumiadventure #restubumi #adventure #pariwisata #jasaoutboundmurah #fungameslampung #outboundlampung #lampungoutbound #gamesoutbound #pahawang #paketwisatamurah #paketberwisata #triplampung #wisatalampung #pantaimarina #pantaisanggar #lampung #paketoutbound #gatheringlampung #healinglampung #liburanlampung #pariwisatalampung #pantaisanggar #pantailampung #sanggarbeach #lamseltrip #disparbudlamsel #pariwisatalamsel #lampungselatan",Ancillary,,"[ traveling bersama rba bikin bahagia ]. ✨ yuk segera booking dan jadwalkan liburan di lampung bareng kami. pasti seru dan dijamin puas, info lebih lanjut dan reservasi bisa hubungi admin kami yah 🥰 🏝️ rba - tour packages ️wisata alam ️wisata desa ️minat khusus ️outbound training ️family dan corporate gathering. more information kontak: > 081271046209 (admin 1) > 081272477622 (admin 2) instagram: facebook: restu bumi adventure tik tok: youtube: restu bumi adventure website: email: restubumiadventure64@gmail.com",restubumiadventure restubumi adventure pariwisata jasaoutboundmurah fungameslampung outboundlampung lampungoutbound gamesoutbound pahawang paketwisatamurah paketberwisata triplampung wisatalampung pantaimarina pantaisanggar lampung paketoutbound gatheringlampung healinglampung liburanlampung pariwisatalampung pantailampung sanggarbeach lamseltrip disparbudlamsel pariwisatalamsel lampungselatan,traveling bersama rba bikin bahagia indah ayo segera booking dan jadwalkan liburan di lampung bersama kami pasti seru dan dijamin puas info lebih lanjut dan reservasi bisa hubungi admin kami yah suka pulau rba tour packages wisata alam wisata desa minat khusus outbound training family dan corporate gathering more information kontak 081271046209 admin 1 081272477622 admin 2 instagram facebook restu bumi adventure tik tok youtube restu bumi adventure website email restubumiadventure64 gmail com
https://www.instagram.com/p/CfgnJYOLFD_/,137.jpg,44744.511423611111,"Bukan healing just feeling better...

#kalianda #lampungselatan #mytrip #pesonalampungselatan #bukananakpantai",Attraction,,bukan healing just feeling better,kalianda lampungselatan mytrip pesonalampungselatan bukananakpantai,bukan healing just feeling better
https://www.instagram.com/p/CeiwHk7PLxm/,138.jpg,44720.487453703703,"Cuacanya bersahabat.
..
..
..
..
..
#pantai_minangrua 
#RamahTamahJelajah
#KhaduSantaiMakkung 
#Selamatkhatong
#menahakhua
#DisParBudLamSel
#ExploreLampungSelatan
#LampungSelatanAmazing
#PesonaLampungSelatan",Attraction,,cuacanya bersahabat,pantai minangrua ramah tamah jelajah khadu santai makkung selamatkhatong menahakhua dis par bud lam sel explore lampung selatan lampung selatan amazing pesona lampung selatan,cuacanya bersahabat
https://www.instagram.com/p/CdXg4-npKoa/,139.jpg,44691.267939814818,"Keluarga besar SVC
... 
... 
... 
📸 : @yellinafiah
📄: pantai marina kalianda Lam Sel
.. 
.. 
#pesonalampung #pesonalampungselatan",Attraction,,keluarga besar svc 📸: 📄: pantai marina kalianda lam sel,pesonalampung pesonalampungselatan,keluarga besar svc kamera pantai marina kalianda lam sel
https://www.instagram.com/p/DWaU1LOk-AV/,140.jpg,46109.102534722217,"Mt. Ratai 1.682 MDPL

 Gunung Ratai adalah gunung setinggi 1.682 mdpl yang terletak di Kecamatan Padang Cermin/Way Ratai, Pesawaran, Lampung, dan dikenal dengan jalur pendakian “Punggung Naga” yang menawarkan panorama pesisir Teluk Lampung. Gunung ini menawarkan suasana pendakian yang asri dengan kombinasi pemandangan hutan dan laut, dekat dengan Pulau Pahawang. 
Ratai , 25 Maret 2026

#gunungratai1682mdpl #pendaki #explorelampungselatan #lampung",Attraction,,"mt. ratai 1.682 mdpl gunung ratai adalah gunung setinggi 1.682 mdpl yang terletak di kecamatan padang cermin/way ratai, pesawaran, lampung, dan dikenal dengan jalur pendakian “punggung naga” yang menawarkan panorama pesisir teluk lampung. gunung ini menawarkan suasana pendakian yang asri dengan kombinasi pemandangan hutan dan laut, dekat dengan pulau pahawang. ratai, 25 maret 2026",gunungratai1682mdpl pendaki explorelampungselatan lampung,mt ratai 1 682 mdpl gunung ratai adalah gunung setinggi 1 682 mdpl yang terletak di kecamatan padang cermin way ratai pesawaran lampung dan dikenal dengan jalur pendakian punggung naga yang menawarkan panorama pesisir teluk lampung gunung ini menawarkan suasana pendakian yang asri dengan kombinasi pemandangan hutan dan laut dekat dengan pulau pahawang ratai 25 maret 2026
https://www.instagram.com/p/DVLgFXzE4EM/,141.jpg,46078.490254629629,"OPEN TRIP SEBESI – KRAKATAU

📌 Snorkeling Pulau Sebuku
📌 Explore Pulau Umang-Umang
📌 Stay di Pulau Sebesi
📌 Trekking Anak Krakatau
📌 Free Dokumentasi Drone

⚠ Slot terbatas setiap keberangkatan
⚠ Harga bisa naik sewaktu-waktu
⚠ First pay = first secure seat

Kalau kamu serius mau ikut, DM sekarang sebelum full.

Jangan tunggu next batch.
Biasanya yang nunda-nunda nggak jadi😭

#opentripsebesi #anakkrakatau #explorelampungselatan #sebesiisland",Ancillary,Kelompok Wisata,"open trip sebesi krakatau 📌 snorkeling pulau sebuku 📌 explore pulau umang-umang 📌 stay di pulau sebesi 📌 trekking anak krakatau 📌 free dokumentasi drone ⚠ slot terbatas setiap keberangkatan ⚠ harga bisa naik sewaktu-waktu ⚠ first pay = first secure seat kalau kamu serius mau ikut, dm sekarang sebelum full. jangan tunggu next batch. biasanya yang nunda-nunda nggak jadi😭",opentripsebesi anakkrakatau explorelampungselatan sebesiisland,open trip sebesi krakatau lokasi snorkeling pulau sebuku lokasi explore pulau umang umang lokasi stay di pulau sebesi lokasi trekking anak krakatau lokasi free dokumentasi drone slot terbatas setiap keberangkatan harga bisa naik sewaktu waktu first pay first secure seat kalau kamu serius mau ikut dm sekarang sebelum full jangan tunggu next batch biasanya yang nunda nunda tidak jadi
https://www.instagram.com/p/DUk4aH8k9tD/,142.jpg,46063.491759259261,"Langit berwarna pink–ungu memantul di permukaan laut yang tenang, sementara nelayan melintas dengan perahu kecil. Di kejauhan terlihat siluet kompleks Gunung Krakatau (Anak Krakatau) yang tampak jelas saat cuaca cerah.

Alam Lampung memang selalu punya cara membuat sore terasa lebih bermakna.🌅
#travel #photography #explorelampungselatan #exploreindonesia #wonderfulindonesia #sunset #explorepage✨ #canon #canonphotography",Attraction,,"langit berwarna pink ungu memantul di permukaan laut yang tenang, sementara nelayan melintas dengan perahu kecil. di kejauhan terlihat siluet kompleks gunung krakatau (anak krakatau) yang tampak jelas saat cuaca cerah. alam lampung memang selalu punya cara membuat sore terasa lebih bermakna.🌅 ✨",travel photography explorelampungselatan exploreindonesia wonderfulindonesia sunset explorepage canon canonphotography,langit berwarna pink ungu memantul di permukaan laut yang tenang sementara nelayan melintas dengan perahu kecil di kejauhan terlihat siluet kompleks gunung krakatau anak krakatau yang tampak jelas saat cuaca cerah alam lampung memang selalu punya cara membuat sore terasa lebih bermakna matahari terbit indah
https://www.instagram.com/p/DUDdt6OEkps/,143.jpg,46050.513865740737,"Di Kota, gamau panas2an takut gosong.
Di Pantai, yaudasi gosong doank namanya juga traveller😝

#explorepulausebesi #lampung #explorelampungselatan",Attraction,,"di kota, gamau panas2an takut gosong. di pantai, yaudasi gosong doank namanya juga traveller😝",explorepulausebesi lampung explorelampungselatan,di kota gamau panas2an takut gosong di pantai yaudasi gosong doank namanya juga traveller
https://www.instagram.com/p/DT4wb59k5NQ/,144.jpg,46046.355486111112,"At least gak wacana doang!

Kalo temen jawabannya “insyaallah” tuh kemungkinan bakal ikut kan ya?😁🤭

#sebesiisland #anakkrakatau #explorelampungselatan",Attraction,,at least gak wacana doang! kalo temen jawabannya “insyaallah” tuh kemungkinan bakal ikut kan ya?😁🤭,sebesiisland anakkrakatau explorelampungselatan,at least tidak wacana doang kalau temen jawabannya insyaallah tuh kemungkinan bakal ikut kan ya senang malu
